"Title","Type","Availability","MSRP Currency","MSRP","Show Price Currency","Show Price","Publisher","Location","Priority","Notes","Thumbs","BGGId","BGGVersionId","Mfg Product Code","Release Date","Override Release Date","Events"
"Fateforge: Chronicles of Kaan","Standalone","Demo","N/A","N/A","N/A","N/A","Mighty Boards","366","N/A","N/A",30,"363625","616656","","2024-03-00","",""
"7th Sea: City of Five Sails","Standalone","For Sale","USD",60,"N/A","N/A","Pine Box Entertainment","1929, 2029 (Studio 2 Publishing)","N/A","N/A",27,"367584","625252","","2023-08-00","",""
"Murder We Wrote","Standalone","For Sale","USD",20,"N/A","N/A","Kess Co.","1949","N/A","N/A",6,"392698","668126","810015927748","2023-09-00","",""
"SPY x FAMILY: Mission for Peanuts","Standalone","For Sale","USD",15,"N/A","N/A","Kess Co.","1949","N/A","N/A",14,"392694","668122","2759","2023-09-00","",""
"Legendary Encounters: The Matrix","Standalone","For Sale","USD",80,"N/A","N/A","Upper Deck Entertainment","1205","N/A","N/A",26,"373105","636514","","2023-08-00","",""
"Vs. System 2PCG: Mortal Kombat 11","Standalone","For Sale","USD",35,"N/A","N/A","Upper Deck Entertainment","1205","N/A","N/A",4,"386103","657446","","2023-04-00","",""
"Expeditions","Standalone","For Sale","USD",85,"N/A","N/A","Stonemaier Games","2909","N/A","N/A",118,"379078","647627","","2023-09-22","",""
"Expeditions","Standalone","For Sale","USD",115,"N/A","N/A","Stonemaier Games","2909","N/A","N/A",78,"379078","648528","","2023-09-22","",""
"Redwood","Standalone","For Sale","USD",65,"N/A","N/A","Sit Down!","1321, 1429, 1521 (Flat River Group)","N/A","N/A",40,"359962","605696","","2023-09-00","",""
"Where's My Ride?","Standalone","For Sale","USD",30,"N/A","N/A","SlugFest Games","1219","N/A","N/A",5,"374789","639448","","2023-08-18","",""
"The Red Dragon Inn: Battle for Greyport – Chaos in Copperforge","Expansion","For Sale","USD",30,"N/A","N/A","SlugFest Games","1219","N/A","N/A",8,"367923","625912","","2023-08-18","",""
"CLAW","Standalone","Demo","N/A","N/A","N/A","N/A","Braincast Games","Room 107-110 (First Exposure Playtest Hall)","N/A","N/A",5,"387827","660085","","0000-00-00","",""
"Ynaros Fallin'","Standalone","Demo","N/A","N/A","N/A","N/A","Peekwik Dreams","336 (Indie Game Alliance)","N/A","N/A",7,"357172","600500","","2024-00-00","",""
"Nocturne","Standalone","Demo","N/A","N/A","N/A","N/A","Flatout Games","403 (AEG)","N/A","N/A",37,"393175","668934","","2024-00-00","",""
"Junk Drawer","Standalone","For Sale","USD",40,"N/A","N/A","25th Century Games","2723","N/A","N/A",25,"362366","613020","","0000-00-00","Q3 2023",""
"Mutton Bustin","Standalone","For Sale","USD",30,"N/A","N/A","25th Century Games","2723","N/A","N/A",29,"387166","669340","","2023-08-03","",""
"The Lunar Dial","Standalone","For Sale","USD",25,"N/A","N/A","Goliath Games","2727","N/A","N/A",10,"392836","668330","","2023-08-01","",""
"Ascendancy","Standalone","Demo","N/A","N/A","N/A","N/A","One More Turn Games","1553","N/A","N/A",22,"258295","417303","","2024-00-00","Q3 2023",""
"Maximum Apocalypse","Standalone","For Sale","N/A","N/A","N/A","N/A","Rock Manor Games","","N/A","N/A",10,"188547","668103","RMA213","0000-00-00","Q4 2023",""
"Diplomacy","Standalone","For Sale","USD",45,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",11,"483","651395","","2023-07-13","",""
"Acquire","Standalone","For Sale","USD",50,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",33,"5","651390","","2023-07-13","",""
"Robo Rally","Standalone","For Sale","USD",50,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",19,"381327","651393","","2023-07-06","",""
"Super Snipers","Standalone","Demo","N/A","N/A","N/A","N/A","Galen's Games","(see listing)","N/A","N/A",14,"351180","587594","","2023-10-01","",""
"Beyond the Rift: A Perdition's Mouth Card Game","Standalone","For Sale","USD",55,"N/A","N/A","Dragon Dawn Productions","Room 107-110 (First Exposure Playtest Hall)","N/A","N/A",17,"325401","538423","","2022-10-00","",""
"Factory 42","Standalone","For Sale","USD",75,"N/A","N/A","Dragon Dawn Productions","Room 107-110 (First Exposure Playtest Hall)","N/A","N/A",14,"314125","599499","","2022-10-00","",""
"Dubious","Standalone","For Sale","USD",45,"N/A","N/A","Arcane Wonders","529","N/A","N/A",11,"344050","627148","","2023-06-14","",""
"GAP","Standalone","For Sale","USD",15,"N/A","N/A","Arcane Wonders","529","N/A","N/A",13,"370130","658327","AW16GP","2023-06-14","",""
"World Wonders","Standalone","For Sale","USD",50,"N/A","N/A","Arcane Wonders","529","N/A","N/A",83,"365258","667733","","0000-00-00","Q4 2023",""
"Age of Wonders: Planetfall","Standalone","For Sale","USD",45,"N/A","N/A","Arcane Wonders","529","N/A","N/A",14,"353848","667735","","0000-00-00","Q4 2023",""
"Neotopia","Standalone","For Sale","USD",45,"N/A","N/A","Arcane Wonders","529","N/A","N/A",100,"360359","667734","","0000-00-00","Q4 2023",""
"Decktective: Secrets in the Sand","Standalone","For Sale","USD",15,"N/A","N/A","DV Games","1813","N/A","N/A",13,"383139","654615","DVG5747","2023-08-07","",""
"Deckscape: Tokyo Blackout","Standalone","For Sale","USD",15,"N/A","N/A","DV Games","1813","N/A","N/A",12,"382609","654707","DVG5749","2023-08-07","",""
"BANG! Dynamite Box","Standalone","For Sale","USD",100,"N/A","N/A","DV Games","1813","N/A","N/A",8,"345203","670334","","2023-08-03","",""
"Sankoré: The Pride of Mansa Musa","Standalone","Demo","N/A","N/A","N/A","N/A","Osprey Games","2737","N/A","N/A",32,"382518","653492","","2023-12-07","",""
"Haunted Halloween: The Trick-or-Treat Game","Standalone","Demo","N/A","N/A","N/A","N/A","Castle Clark, LLC.","Room 107-110 (First Exposure Playtest Hall)","N/A","N/A",8,"393909","670095","","2024-02-26","",""
"Resurgence","Standalone","For Sale","USD",60,"N/A","N/A","Half-a-Kingdom Games","2723 (25th Century Games)","N/A","N/A",21,"340897","568095","HKG001","2022-00-00","",""
"Four Humours","Standalone","For Sale","USD",40,"N/A","N/A","Adam's Apple Games, LLC","2768","N/A","N/A",22,"313093","514919","","2022-11-02","",""
"Moon River","Standalone","For Sale","USD",25,"N/A","N/A","Blue Orange Games","1901","N/A","N/A",22,"378001","649353","","2023-10-00","Q3 2023",""
"Next Station: Tokyo","Standalone","For Sale","USD",18,"N/A","N/A","Blue Orange Games","1901","N/A","N/A",30,"380165","649352","09074","2023-00-00","Q3 2023",""
"Mech A Dream","Standalone","For Sale","USD",40,"N/A","N/A","Blue Orange Games","1901","N/A","N/A",12,"365647","649350","09073","2023-00-00","Q3 2023",""
"Picnic Twist","Standalone","For Sale","USD",14,"N/A","N/A","Blue Orange Games","1901","N/A","N/A",10,"380163","649349","09069","2023-05-00","",""
"Wonder Woods","Standalone","For Sale","USD",25,"N/A","N/A","Blue Orange Games","1901","N/A","N/A",11,"354729","649354","09061","2023-04-00","",""
"Vampire: The Masquerade – Rivals: Justice & Mercy","Expansion","For Sale","USD",30,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",4,"379775","648729","RGS 02511","2023-05-01","",""
"Good Omens: An Ineffable Game","Standalone","For Sale","USD",25,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",6,"388745","661769","","2023-06-05","",""
"Transformers Deck-Building Game: War on Cybertron","Standalone","For Sale","USD",45,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",6,"379773","648727","RGS 02557","2023-06-01","",""
"Axis & Allies: WWI 1914","Standalone","For Sale","USD",100,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",6,"133956","650127","","2023-06-00","",""
"Power Rangers: Heroes of the Grid – Merciless Minions Pack 2","Expansion","For Sale","USD",45,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",7,"391798","666715","RGS 02549","2023-07-24","",""
"Power Rangers: Heroes of the Grid – S.P.D. Ranger Pack","Expansion","For Sale","USD",45,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",7,"391800","666718","","2023-07-24","",""
"G.I. JOE Mission Critical: Midnight Storm","Expansion","For Sale","USD",60,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",6,"381336","651403","","2023-07-25","",""
"G.I. JOE Mission Critical: Vanguard Strike","Expansion","For Sale","USD",45,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",6,"381337","651404","","2023-07-25","",""
"Vampire: The Masquerade – Rivals: The Hunters & The Hunted","Standalone","For Sale","USD",60,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",6,"381335","651402","","2023-08-00","",""
"The Search for Lost Species","Standalone","For Sale","USD",45,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",43,"358557","603175","","2023-08-00","",""
"Vampire: The Masquerade – Rivals: Royalty Pack 1","Expansion","For Sale","USD",15,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",4,"394128","670453","","2023-07-26","",""
"Everdell Farshore","Standalone","Demo","N/A","N/A","N/A","N/A","Starling Games (II)","1819 (Tabletop Tycoon)","N/A","N/A",45,"394106","670424","","2023-00-00","",""
"Escape from the Asylum","Standalone","For Sale","USD",60,"USD",50,"Imperial Publishing, Inc","2101 (Mayday Games)","N/A","N/A",5,"281514","668943","","2023-02-15","",""
"The Texas Chainsaw Massacre: Slaughterhouse","Standalone","For Sale","USD",30,"N/A","N/A","Funko Games","1807 / Room 137","N/A","N/A",42,"393910","670098","69944","2023-09-00","",""
"Four Horsemen","Standalone","Demo","N/A","N/A","N/A","N/A","Win-Win Board Games","ICC : Hall D : Orange : 15","N/A","N/A",13,"368540","627190","","2024-00-00","",""
"Joyride: Survival of the Fastest","Standalone","Demo","N/A","N/A","N/A","N/A","Rebellion Unplugged","2858","N/A","N/A",8,"371183","633003","","2024-00-00","",""
"Funkoverse Strategy Game: Tim Burton's The Nightmare Before Christmas 101","Expansion","For Sale","N/A","N/A","N/A","N/A","Funko Games","1807 / Room 137","N/A","N/A",36,"394337","670965","","2023-08-10","",""
"Ahoy! Kitten","Standalone","For Sale","USD",20,"N/A","N/A","Mayday Games","2101","N/A","N/A",9,"367344","670605","MDG-4350","2023-08-03","",""
"Clandestine","Standalone","Demo","N/A","N/A","N/A","N/A","Brookspun Games","2863","N/A","N/A",14,"367199","624525","","2024-00-00","",""
"Legacies","Standalone","For Sale","USD",100,"N/A","N/A","Brookspun Games","2863","N/A","N/A",18,"280726","458170","","2022-00-00","",""
"Robot Quest Arena","Standalone","For Sale","USD",80,"N/A","N/A","Wise Wizard Games","2845 (Orange Nebula)","N/A","N/A",20,"304668","499499","","2023-08-03","",""
"Robot Quest Arena: Kettle Robot Pack","Expansion","For Sale","USD",25,"N/A","N/A","Wise Wizard Games","2845 (Orange Nebula)","N/A","N/A",4,"379861","648866","","2023-08-03","",""
"Robot Quest Arena: Jaws Robot Pack","Expansion","For Sale","USD",25,"N/A","N/A","Wise Wizard Games","2845 (Orange Nebula)","N/A","N/A",4,"379860","648865","","2023-08-03","",""
"Apex Legends: The Board Game","Standalone","Demo","N/A","N/A","N/A","N/A","Glass Cannon Unplugged","3033","N/A","N/A",23,"380681","650244","","2024-00-00","",""
"Frostpunk: The Board Game","Standalone","For Sale","USD",130,"N/A","N/A","Glass Cannon Unplugged","3033","N/A","N/A",28,"311988","512729","","2023-02-03","",""
"Pocket Paragons: Acquisitions Incorporated","Standalone","Demo","N/A","N/A","N/A","N/A","Solis Game Studio","2805","N/A","N/A",4,"375002","639855","","2023-09-00","",""
"Pocket Paragons: Space Lion","Standalone","Demo","N/A","N/A","N/A","N/A","Solis Game Studio","2805","N/A","N/A",5,"375003","639856","","2023-09-00","",""
"Space Lion: Divide and Conquer","Standalone","Demo","N/A","N/A","N/A","N/A","Solis Game Studio","2805","N/A","N/A",6,"356198","598521","","2023-09-00","",""
"The Bad Karmas and The Curse of the Zodiac","Standalone","Demo","N/A","N/A","N/A","N/A","Xplored","1652 (Teburu)","N/A","N/A",16,"348872","583220","","2023-00-00","",""
"Vampire: The Masquerade – Milan Uprising","Standalone","Demo","N/A","N/A","N/A","N/A","Xplored","1652 (Teburu)","N/A","N/A",19,"375751","641628","","2024-00-00","",""
"Castle Panic: Deluxe Collection","Standalone","For Sale","USD",400,"N/A","N/A","Fireside Games","2434","N/A","N/A",8,"337394","561561","","2023-05-30","",""
"Castle Panic: Deluxe Collection","Standalone","For Sale","USD",250,"N/A","N/A","Fireside Games","2434","N/A","N/A",4,"337394","624800","FSD 1010WOODFULL","2023-05-30","",""
"Diatoms","Standalone","Demo","N/A","N/A","N/A","N/A","Ludoliminal","336 (Indie Game Alliance)","N/A","N/A",5,"370210","630999","","0000-00-00","Q4 2023",""
"Junk Orbit","Standalone","For Sale","USD",25,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",7,"247360","651389","","2023-08-00","",""
"Ex Libris: Expanded Archives","Expansion","For Sale","USD",30,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",18,"392094","667154","","2023-10-00","",""
"Bargain Quest: Brick & Mortar","Expansion","For Sale","USD",25,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",5,"391797","666714","RGS 02625","2023-11-00","",""
"Transformers Deck-Building Game: Clash of the Combiners","Expansion","For Sale","USD",30,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",8,"391803","666721","RGS 02611","2023-10-00","",""
"Ex Libris: Revised Edition","Standalone","For Sale","USD",45,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",21,"393000","668589","","0000-00-00","",""
"My Little Pony: Adventures in Equestria Deck-Building Game – Collision Course Expansion","Expansion","For Sale","USD",30,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",6,"394803","671546","","2023-09-00","",""
"Too Many Bones: Unbreakable","Standalone","For Sale","USD",100,"N/A","N/A","Chip Theory Games","2719","N/A","N/A",12,"347811","581314","","2022-06-00","",""
"Too Many Bones: Polaris","Expansion","For Sale","USD",30,"N/A","N/A","Chip Theory Games","2719","N/A","N/A",8,"349579","584646","TMB-ADD-032","0000-00-00","Q3 2022",""
"Too Many Bones: Carcass","Expansion","For Sale","N/A","N/A","N/A","N/A","Chip Theory Games","2719","N/A","N/A",9,"349581","584648","TMB-ADD-031","0000-00-00","Q3 2022",""
"Too Many Bones: Static","Expansion","For Sale","USD",30,"N/A","N/A","Chip Theory Games","2719","N/A","N/A",9,"349580","584647","TMB-ADD-033","0000-00-00"," ",""
"Too Many Bones: 40 Waves in Daelore","Expansion","For Sale","USD",30,"N/A","N/A","Chip Theory Games","2719","N/A","N/A",9,"349582","584651","TMB-ADD-029","0000-00-00","Q3 2022",""
"Too Many Bones: 40 Caves in Daelore","Expansion","For Sale","USD",30,"N/A","N/A","Chip Theory Games","2719","N/A","N/A",9,"350692","586622","TMB-ADD-038","2022-06-00","",""
"20 Strong: Too Many Bones","Expansion","Demo","N/A","N/A","N/A","N/A","Chip Theory Games","2719","N/A","N/A",11,"373168","636600","","0000-00-00","",""
"20 Strong: Hoplomachus Victorum","Expansion","Demo","N/A","N/A","N/A","N/A","Chip Theory Games","2719","N/A","N/A",10,"373169","636601","","0000-00-00","",""
"20 Strong","Standalone","Demo","N/A","N/A","N/A","N/A","Chip Theory Games","2719","N/A","N/A",25,"373167","636599","","0000-00-00","",""
"Star Wars: Rivals – Series 1: Premier Set","Standalone","For Sale","USD",20,"N/A","N/A","Funko Games","1807 / Room 137","N/A","N/A",38,"385408","656509","69256","2023-06-00","",""
"Star Wars: Rivals – Series 1: Character Booster Pack","Expansion","For Sale","USD",5,"N/A","N/A","Funko Games","1807 / Room 137","N/A","N/A",40,"385411","656513","69255","2023-06-00","",""
"Robo Rally: Wet & Wild","Expansion","For Sale","N/A","N/A","N/A","N/A","Renegade Game Studios","1619","N/A","N/A",11,"391801","666719","RGS 02588","2023-08-00","",""
"Robo Rally: Chaos & Carnage","Expansion","For Sale","N/A","N/A","N/A","N/A","Renegade Game Studios","1619","N/A","N/A",11,"391802","666720","","2023-08-00","",""
"Guilds of Bitalus","Standalone","Demo","N/A","N/A","N/A","N/A","(Looking for a publisher)","See listing","N/A","N/A",34,"337812","562229","","0000-00-00","",""
"Terrorscape","Standalone","Demo","N/A","N/A","N/A","N/A","ICE Makes","2956","N/A","N/A",10,"371433","633452","","0000-00-00","",""
"Terrorscape: Expansion #3 – Lethal Immortals","Expansion","Demo","N/A","N/A","N/A","N/A","ICE Makes","2956","N/A","N/A",5,"385271","656309","","0000-00-00","",""
"Terrorscape: Expansion #2 – Amorphous Peril","Expansion","Demo","N/A","N/A","N/A","N/A","ICE Makes","2956","N/A","N/A",5,"385270","656308","","0000-00-00","",""
"Terrorscape: Expansion #1 – Feral Instincts","Expansion","Demo","N/A","N/A","N/A","N/A","ICE Makes","2956","N/A","N/A",5,"385269","656307","","0000-00-00","",""
"Tolerance","Standalone","Demo","N/A","N/A","N/A","N/A","Dragon Dawn Productions","Room 107-110 (First Exposure Playtest Hall)","N/A","N/A",14,"332779","553653","","2023-10-00","",""
"Perdition's Mouth: Abyssal Rift – Soul Spire","Expansion","Demo","N/A","N/A","N/A","N/A","Dragon Dawn Productions","Room 107-110 (First Exposure Playtest Hall)","N/A","N/A",10,"234039","366976","","2020-00-00","Q4 2024",""
"Holotype: Mesozoic North America","Standalone","For Sale","USD",50,"N/A","N/A","Brexwerx Games","2860","N/A","N/A",12,"358974","603839","","2023-02-28","",""
"Linkto Travel","Standalone","For Sale","USD",13,"N/A","N/A","Randolph","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",42,"274557","614790","RANLTV01EN","2023-04-26","",""
"Vaalbara","Standalone","For Sale","USD",20,"N/A","N/A","Studio H","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",85,"361241","615721","STVAAEN","2023-05-17","",""
"Tribes of the Wind","Standalone","For Sale","USD",50,"N/A","N/A","La Boîte de Jeu","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",135,"362986","640005","BDJTDVEN","2023-05-24","",""
"Vivarium","Standalone","For Sale","USD",25,"N/A","N/A","Studio H","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",71,"361240","625410","STVIVEN","2023-05-31","",""
"Oltréé: Undead & Alive","Expansion","For Sale","USD",20,"N/A","N/A","Studio H","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",81,"352979","591426","STOLT2EN","2023-05-31","",""
"Gosu X","Standalone","For Sale","USD",35,"N/A","N/A","Sorry We Are French","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",51,"368119","626327","	SWGOS-EN","2023-03-30","",""
"In the Footsteps of Darwin","Standalone","For Sale","USD",40,"N/A","N/A","Sorry We Are French","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",102,"376683","643352","SWDAR01EN","2023-06-07","",""
"Hellapagos: Big Box","Standalone","For Sale","USD",30,"N/A","N/A","Gigamic","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",47,"347802","635349","GFXLH-EN","2023-06-14","",""
"Rauha","Standalone","For Sale","USD",45,"N/A","N/A","GRRRE Games","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",75,"371922","634462","GGRAU01EN","2023-06-28","",""
"Miller Zoo","Standalone","For Sale","USD",35,"N/A","N/A","Randolph","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",63,"371482","645858","RANMZ01EN","2023-07-12","",""
"Seas of Strife","Standalone","For Sale","USD",15,"N/A","N/A","Rio Grande Games","","N/A","N/A",50,"225482","644747","","2023-06-00","",""
"Wabash Cannonball","Standalone","For Sale","USD",40,"N/A","N/A","Rio Grande Games","","N/A","N/A",24,"31730","650548","RIO645","2023-08-00","",""
"Balkan Railways","Standalone","For Sale","USD",40,"N/A","N/A","Rio Grande Games","","N/A","N/A",15,"380891","650664","RIO644","2023-08-00","",""
"Druids","Standalone",,"N/A","N/A","N/A","N/A","Rio Grande Games","","N/A","N/A",21,"378913","647388","","2023-03-00","Q3/Q4 2023",""
"1930","Standalone","For Sale","N/A","N/A","N/A","N/A","Rio Grande Games","","N/A","N/A",26,"380839","650547","RIO640","2023-03-00","Q3/Q4 2023",""
"Burg Appenzell","Standalone","For Sale","USD",50,"N/A","N/A","Rio Grande Games","","N/A","N/A",16,"28089","656848","337","2023-06-00","",""
"Overlords of Infamy","Standalone","For Sale","USD",70,"N/A","N/A","Obscure Reference Games","841","N/A","N/A",5,"178030","442622","","2019-08-01","Q3 2022",""
"Overlords of Infamy: Misery Loves Company","Expansion","For Sale","USD",40,"N/A","N/A","Obscure Reference Games","841","N/A","N/A",5,"267567","435906","","2022-00-00","Q3 2022",""
"Battlestations: Dirtside","Standalone","For Sale","USD",120,"N/A","N/A","Gorilla Games","","N/A","N/A",12,"274085","447328","","2020-03-00","Q2 2023",""
"General Orders: World War II","Standalone","For Sale","USD",35,"N/A","N/A","Osprey Games","2737","N/A","N/A",57,"381435","651581","","2023-10-24","",""
"Buru","Standalone","Demo","N/A","N/A","N/A","N/A","Crafty Games","2019","N/A","N/A",27,"316312","520733","CFG16001","2022-09-00","Q3 2023",""
"Tabriz","Standalone","Demo","N/A","N/A","N/A","N/A","Crafty Games","2019","N/A","N/A",58,"349369","584157","CFG15007","2023-00-00","Q3/Q4 2023",""
"Kiwi Chow Down","Standalone","For Sale","USD",70,"USD",60,"Draco Studios","1449","N/A","N/A",11,"329546","548107","","2023-04-00","",""
"Dragonbond: Lords of Vaala","Standalone","For Sale","USD",60,"USD",50,"Draco Studios","1449","N/A","N/A",14,"337098","561025","","2023-04-00","",""
"Regroup!: Chicken Army","Standalone","For Sale","USD",12,"USD",10,"Draco Studios","1449","N/A","N/A",13,"350637","586538","","2023-04-00","",""
"Party Panda Pirates","Standalone","Demo","N/A","N/A","N/A","N/A","Draco Studios","1449","N/A","N/A",7,"365119","620128","","2023-00-00","",""
"The Stifling Dark","Standalone","Demo","N/A","N/A","N/A","N/A","Sophisticated Cerberus Games, LLC","2945","N/A","N/A",26,"346773","578718","","2024-00-00","",""
"Distilled","Standalone","For Sale","USD",90,"N/A","N/A","Paverson Games","2753","N/A","N/A",156,"295895","484268","PVG01000","2023-04-21","",""
"Luthier","Standalone","Demo","N/A","N/A","N/A","N/A","Paverson Games","2753","N/A","N/A",92,"371330","633272","","2024-00-00","",""
"Linkto Food","Standalone","For Sale","USD",13,"N/A","N/A","Randolph","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",43,"267359","614789","RANLTC01EN","2023-04-26","",""
"The Expedition","Standalone","For Sale","USD",15,"N/A","N/A","Lowtek Games LLC","163","N/A","N/A",10,"386031","657369","","2023-08-00","",""
"Tokaido Duo","Standalone","Demo","N/A","N/A","N/A","N/A","Funforge","1321, 1429, 1521 (Flat River Group)","N/A","N/A",68,"363183","615428","TKDDUOUS01 - SEP22","2023-08-00","",""
"Queen by Midnight","Standalone","For Sale","USD",70,"N/A","N/A","Darrington Press","2835","N/A","N/A",65,"386198","657578","","2023-08-00","",""
"Barcelona","Standalone","For Sale","N/A","N/A","N/A","N/A","Board&Dice","2527","N/A","N/A",229,"383607","655511","","2023-00-00","Q3 2023",""
"Pirate Tails","Standalone","For Sale","USD",15,"N/A","N/A","Skybound Tabletop","2543","N/A","N/A",25,"386834","658712","","2023-09-06","",""
"Undaunted: Battle of Britain","Standalone","For Sale","USD",55,"N/A","N/A","Osprey Games","2737","N/A","N/A",114,"366495","623048","","2023-06-15","",""
"Goblin Vaults","Standalone","For Sale","USD",25,"N/A","N/A","Thunderworks Games","2539","N/A","N/A",38,"334652","556771","TWK4010","2023-02-28","",""
"Dawn of Ulos","Standalone","For Sale","USD",70,"N/A","N/A","Thunderworks Games","2539","N/A","N/A",52,"366790","623696","TWK4600","2023-08-15","",""
"Retrograde","Standalone","For Sale","N/A","N/A","N/A","N/A","Resonym","2304","N/A","N/A",14,"351651","588403","RTRO01RES","2023-01-25","",""
"Glitch Squad","Standalone","For Sale","N/A","N/A","N/A","N/A","Resonym","2304","N/A","N/A",16,"358807","603586","","2023-04-05","",""
"CDSK","Standalone","For Sale","USD",35,"N/A","N/A","Randolph","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",38,"383789","655776","RANTTMC01US","2023-08-16","",""
"Decrypto","Standalone","For Sale","USD",25,"N/A","N/A","Le Scorpion Masqué","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",96,"225694","645438","SMDEC03EN","2023-08-02","",""
"IKI: Akebono","Expansion","For Sale","USD",37,"N/A","N/A","Sorry We Are French","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",117,"375824","641788","SWIKIE","2023-07-19","",""
"Suspects: Claire Harper, Eternal Investigator","Standalone","For Sale","USD",30,"N/A","N/A","Studio H","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",65,"360956","659149","STSU02EN","2023-08-23","",""
"Northgard: Uncharted Lands – Warchiefs","Expansion","For Sale","USD",28,"N/A","N/A","Studio H","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",41,"366744","655557","STNOWAREN","2023-08-09","",""
"Northgard: Uncharted Lands – Wilderness","Expansion","For Sale","USD",28,"N/A","N/A","Studio H","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",42,"366746","655558","STNOWILEN","2023-08-09","",""
"Critical Sanctuary: Season 1","Standalone","For Sale","USD",35,"N/A","N/A","Gigamic","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",56,"377506","655007","GCRSA-EN","2023-08-30","",""
"Romi Rami","Standalone","For Sale","USD",15,"N/A","N/A","Randolph","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",38,"383790","655777","RANRR01EN","2023-09-13","",""
"Bravo Bravo","Standalone","For Sale","USD",10,"N/A","N/A","Randolph","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",43,"382507","653475","RANBB01EN","2023-09-27","",""
"Zhanguo: The First Empire","Standalone","Demo","N/A","N/A","N/A","N/A","Sorry We Are French","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",95,"381819","652198","SWZHA","2023-10-04","",""
"Maximum Apocalypse: Wasted Wilds","Standalone","For Sale","N/A","N/A","N/A","N/A","Rock Manor Games","","N/A","N/A",14,"335446","558088","","2023-05-00","",""
"Lawyer Up: Season 1","Standalone","For Sale","N/A","N/A","N/A","N/A","Rock Manor Games","","N/A","N/A",12,"366888","623861","","2023-00-00","Q3 2023",""
"Lawyer Up: Season 2","Standalone","For Sale","N/A","N/A","N/A","N/A","Rock Manor Games","","N/A","N/A",16,"361333","609697","","2023-00-00","Q3 2023",""
"Cosmoctopus","Standalone","For Sale","USD",40,"N/A","N/A","Lucky Duck Games","361","N/A","N/A",88,"362020","657484","","2023-08-00","",""
"My Shelfie","Standalone","For Sale","USD",40,"N/A","N/A","Lucky Duck Games","361","N/A","N/A",58,"366456","639564","LKY MSH-R01-EN","2023-04-00","",""
"Nimalia","Standalone","For Sale","USD",20,"N/A","N/A","Lucky Duck Games","361","N/A","N/A",46,"361850","639566","LKY NML-R01-ML","2023-05-00","",""
"It's a Wonderful World: Leisure & Decadence","Expansion","For Sale","USD",40,"N/A","N/A","Lucky Duck Games","361","N/A","N/A",37,"334767","649884","","2023-05-00","",""
"Oros","Standalone","For Sale","USD",50,"N/A","N/A","Lucky Duck Games","361","N/A","N/A",41,"313807","516636","","2023-01-00","",""
"Suspects: Adele and Neville, Investigative Reporters","Standalone","Demo","N/A","N/A","N/A","N/A","Studio H","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",69,"387202","659243","STSU03EN","2023-09-20","",""
"Virtual Revolution","Standalone","Demo","N/A","N/A","N/A","N/A","Studio H","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",46,"387263","659315","STVREN","2023-10-25","",""
