"Title","Type","Availability","MSRP Currency","MSRP","Show Price Currency","Show Price","Publisher","Location","Priority","Notes","Thumbs","BGGId","BGGVersionId","Mfg Product Code","Release Date","Override Release Date","Events"
"Smash Up: Excellent Movies, Dudes!","Standalone","For Sale","USD",25,"N/A","N/A","Alderac Entertainment Group","403","N/A","N/A",28,"379164","647768","AEG 5519","2023-07-14","",""
"Boss Monster: 10th Anniversary Edition","Standalone","For Sale","USD",25,"N/A","N/A","Brotherwise Games","339","N/A","N/A",25,"386660","658441","BGM504","0000-00-00","July 2023",""
"Overboss Duel","Standalone","For Sale","USD",30,"N/A","N/A","Brotherwise Games","339","N/A","N/A",37,"378737","647034","","0000-00-00","Q3 2023",""
"Castles by the Sea","Standalone","Demo","N/A","N/A","N/A","N/A","Brotherwise Games","339","N/A","N/A",59,"357841","601683","","2023-08-16","",""
"Empire's End","Standalone","Demo","N/A","N/A","N/A","N/A","Brotherwise Games","339","N/A","N/A",134,"356952","600116","","2023-11-15","",""
"Robotech: Reconstruction","Standalone","For Sale","USD",45,"N/A","N/A","Strange Machine Games","2645","N/A","N/A",21,"331795","552091","","2023-01-00","",""
"Loot Dispute","Standalone","For Sale","USD",20,"N/A","N/A","Gold Seal Games","","N/A","N/A",6,"362889","614675","","2023-08-00","",""
"By the Seashore","Standalone","For Sale","USD",20,"N/A","N/A","Gold Seal Games","","N/A","N/A",24,"382211","652842","","2023-08-00","",""
"War of Civilizations","Standalone","For Sale","USD",70,"N/A","N/A","Bluencore","2765","N/A","N/A",14,"351535","588148","","2023-08-00","",""
"Seas of Havoc","Standalone","For Sale","N/A","N/A","N/A","N/A","Rock Manor Games","","N/A","N/A",25,"343525","572995","","2023-06-00","",""
"District Noir","Standalone","For Sale","USD",15,"N/A","N/A","Pandasaurus Games","215","N/A","N/A",53,"216497","648543","","2023-08-04","",""
"Beacon Patrol","Standalone","For Sale","USD",20,"N/A","N/A","Pandasaurus Games","215","N/A","N/A",52,"362976","649656","","2023-08-04","",""
"Aurum","Standalone","For Sale","USD",15,"N/A","N/A","Pandasaurus Games","215","N/A","N/A",66,"383459","655254","","2023-08-16","",""
"Ultimate Treehouse","Standalone","For Sale","USD",35,"N/A","N/A","Fat Brain Toy Company","2204","N/A","N/A",15,"387197","659237","FA452-1","2023-08-03","",""
"Cosmic Frog: Find Muck","Expansion","For Sale","N/A","N/A","N/A","N/A","Devious Weasel Games","836","N/A","N/A",59,"378028","645542","DWE5050","2023-08-00","",""
"Drop Drive","Standalone","Demo","N/A","N/A","N/A","N/A","Phase Shift Games","169","N/A","N/A",39,"308028","505652","","2023-08-03","",""
"Sagrada Artisans","Standalone","For Sale","USD",75,"N/A","N/A","Floodgate Games","439","N/A","N/A",117,"369751","629637","","2023-09-00","",""
"Pollen","Standalone","For Sale","USD",39,"N/A","N/A","Allplay","1641","N/A","N/A",59,"369898","629866","","2023-05-00","",""
"Fiction","Standalone","For Sale","N/A","N/A","N/A","N/A","Allplay","1641","N/A","N/A",56,"380439","649860","","2023-05-00","",""
"Big Top","Standalone","For Sale","USD",19,"N/A","N/A","Allplay","1641","N/A","N/A",41,"369899","629867","","2023-05-00","",""
"Roll to the Top: Journeys","Standalone","For Sale","USD",39,"N/A","N/A","Allplay","1641","N/A","N/A",31,"370193","630966","","2023-05-00","",""
"Chomp","Standalone","For Sale","USD",19,"N/A","N/A","Allplay","1641","N/A","N/A",56,"377449","644587","","2023-08-00","",""
"Sail","Standalone","For Sale","USD",19,"N/A","N/A","Allplay","1641","N/A","N/A",182,"377470","644628","","2023-08-00","",""
"Couture","Standalone","For Sale","USD",19,"N/A","N/A","Allplay","1641","N/A","N/A",39,"377716","645059","","2023-08-00","",""
"Mind Space","Standalone","For Sale","USD",19,"N/A","N/A","Allplay","1641","N/A","N/A",54,"377420","644516","","2023-08-00","",""
"Chicken!","Standalone","For Sale","USD",20,"N/A","N/A","Keymaster Games","2213","N/A","N/A",62,"371535","633652","","2023-08-00","",""
"Ra","Standalone","For Sale","N/A","N/A","N/A","N/A","25th Century Games","2723","N/A","N/A",161,"12","613217","TFC20500","2023-03-00","",""
"Splito","Standalone","For Sale","USD",20,"N/A","N/A","25th Century Games","2723","N/A","N/A",44,"359878","630488","","2023-07-00","",""
"Fika","Standalone","For Sale","USD",15,"N/A","N/A","25th Century Games","2723","N/A","N/A",59,"292914","633639","","2023-07-00","",""
"Space Explorers: Age of Ambition","Expansion","For Sale","USD",30,"N/A","N/A","25th Century Games","2723","N/A","N/A",40,"346246","577706","TFC04500","2023-06-00","",""
"Star Wars: Rivals – Series 1: Character Booster Pack","Expansion","For Sale","USD",5,"N/A","N/A","Funko Games","1807 / Room 137","N/A","N/A",40,"385411","656512","73719","2023-06-00","",""
"Cranium 25th Anniversary Edition","Standalone","For Sale","USD",35,"N/A","N/A","Funko Games","1807 / Room 137","N/A","N/A",30,"379178","647787","69249","2023-06-00","",""
"Cranium Hoopla","Standalone","For Sale","USD",20,"N/A","N/A","Funko Games","1807 / Room 137","N/A","N/A",29,"4424","647789","69250","2023-06-00","",""
"Cranium Hullabaloo","Standalone","For Sale","USD",20,"N/A","N/A","Funko Games","1807 / Room 137","N/A","N/A",26,"7307","647788","69251","2023-06-00","",""
"Cranium Big Brain Detective Game","Standalone","For Sale","USD",23,"N/A","N/A","Funko Games","1807 / Room 137","N/A","N/A",27,"379179","647790","69252","2023-06-00","",""
"Avatar: The Last Airbender – Crossroads of Destiny","Standalone","For Sale","USD",35,"N/A","N/A","Funko Games","1807 / Room 137","N/A","N/A",46,"393492","669445","66944","2023-00-00","Q3 2023",""
"Scream: The Game","Standalone","For Sale","USD",20,"N/A","N/A","Funko Games","1807 / Room 137","N/A","N/A",40,"386135","657496","70515","2023-06-00","",""
"Star Trek: Cryptic – A Puzzles and Pathways Adventure","Standalone","For Sale","USD",35,"N/A","N/A","Funko Games","1807 / Room 137","N/A","N/A",39,"386143","657504","66939","2023-06-00","",""
"Big Boss","Standalone","For Sale","USD",35,"N/A","N/A","Funko Games","1807 / Room 137","N/A","N/A",45,"313","657526","69254","2023-06-00","",""
"Disney Animated","Standalone","For Sale","USD",35,"N/A","N/A","Funko Games","1807 / Room 137","N/A","N/A",64,"382229","652888","69973","2023-00-00","Q2 2023",""
"NUCK TATS","Standalone","For Sale","USD",20,"N/A","N/A","Funko Games","1807 / Room 137","N/A","N/A",28,"386139","657500","71813","2023-06-00","",""
"Indiana Jones: Sands of Adventure","Standalone","For Sale","USD",30,"N/A","N/A","Funko Games","1807 / Room 137","N/A","N/A",41,"384175","656199","","2023-06-18","",""
"Something Wild! SpongeBob SquarePants","Standalone","For Sale","USD",0.0001,"N/A","N/A","Funko Games","1807 / Room 137","N/A","N/A",27,"394863","671640","69266","2023-00-00","Q2 2023",""
"Something Wild! Jurassic Park","Standalone","For Sale","USD",0.0001,"N/A","N/A","Funko Games","1807 / Room 137","N/A","N/A",29,"394864","671641","70884","2023-00-00","Q2 2023",""
"Change My Mind","Standalone","Demo","N/A","N/A","N/A","N/A","(Self-Published)","See listings","N/A","N/A",21,"386961","658931","","0000-00-00","Q1 2024",""
"Patriot","Standalone","For Sale","USD",90,"N/A","N/A","Grand Gamers Guild","2313","N/A","N/A",30,"251825","404241","","2023-00-00","",""
"Ducks in Tow: The Bugs & Slugs Expansion","Expansion","For Sale","USD",20,"N/A","N/A","First Fish Games","357","N/A","N/A",11,"366277","622575","","2023-00-00","Q4 2023",""
"Kalahari","Standalone","Demo","N/A","N/A","N/A","N/A","Envy Born Games","Room 107-110 (First Exposure Playtest Hall)","N/A","N/A",11,"394438","671083","BBO700","2024-00-00","",""
"Mr. Lovenstein Presents: No Context","Standalone","For Sale","USD",25,"N/A","N/A","Skybound Tabletop","2543","N/A","N/A",17,"382581","653592","","0000-00-00","",""
"Boo-ty Call","Standalone","For Sale","USD",18,"N/A","N/A","Skybound Tabletop","2543","N/A","N/A",18,"362888","614674","","0000-00-00","",""
"Linko","Standalone","For Sale","USD",15,"N/A","N/A","AMIGO","","N/A","N/A",13,"153065","661057","","2023-00-00","",""
"Pick-a-Pepper","Standalone","For Sale","USD",27,"N/A","N/A","AMIGO","","N/A","N/A",12,"368103","658144","","2023-09-00","",""
"Cargo Empire","Standalone","Demo","N/A","N/A","N/A","N/A","Moaideas Game Design","2958","N/A","N/A",9,"394512","671185","","2023-00-00","",""
"Vs. System 2PCG: The Boys","Standalone","For Sale","USD",35,"N/A","N/A","Upper Deck Entertainment","1205","N/A","N/A",3,"395480","672460","","2023-07-12","",""
"Vs. System 2PCG: AEW","Standalone","For Sale","USD",35,"N/A","N/A","Upper Deck Entertainment","1205","N/A","N/A",4,"395484","672466","","2023-08-00","",""
"Reign of Hades","Standalone","Demo","N/A","N/A","N/A","N/A","Legend Crafters","2439","N/A","N/A",4,"395405","672362","","2025-00-00","",""
"Footprints","Standalone","Demo","N/A","N/A","N/A","N/A","Chilifox Games","2111 (Surfin' Meeple)","N/A","N/A",20,"386271","657767","","2023-10-05","",""
"Shadows: Heroes & Monsters","Standalone","For Sale","USD",50,"N/A","N/A","Keun Games","674","N/A","N/A",7,"346109","577418","","2023-03-00","",""
"Wiz-War (9th Edition)","Standalone","For Sale","USD",40,"N/A","N/A","Steve Jackson Games","1401","N/A","N/A",8,"324937","537230","","2023-07-00","",""
"Harvest","Standalone","Demo","N/A","N/A","N/A","N/A","Keymaster Games","2213","N/A","N/A",12,"395623","672697","","2024-00-00","",""
"The Artemis Odyssey","Standalone","For Sale","USD",60,"N/A","N/A","Grand Gamers Guild","2313","N/A","N/A",69,"329128","547248","GGDAR05","2023-07-00","",""
"Ahau: Rulers of Yucatán","Standalone","For Sale","USD",70,"N/A","N/A","Grand Gamers Guild","2313","N/A","N/A",64,"321140","529530","","2023-10-00","",""
"Ahau: Eclipse","Expansion","For Sale","USD",15,"N/A","N/A","Grand Gamers Guild","2313","N/A","N/A",37,"363572","616483","","2023-05-00","",""
"The Artemis Project: Satellites & Commanders","Expansion","For Sale","USD",30,"N/A","N/A","Grand Gamers Guild","2313","N/A","N/A",43,"356578","599392","","2023-07-00","",""
"Holiday Hijinks #7: The Turkey Trial","Standalone","For Sale","USD",11,"N/A","N/A","Grand Gamers Guild","2313","N/A","N/A",37,"381629","651864","","2023-07-00","",""
"The Artemis Project","Standalone","For Sale","USD",70,"N/A","N/A","Grand Gamers Guild","2313","N/A","N/A",54,"254713","650602","","2023-07-00","",""
"The Isofarian Guard","Standalone","For Sale","USD",160,"N/A","N/A","Sky Kingdom Games","","N/A","N/A",53,"281526","459472","","2023-05-00","",""
"Dungeons of Infinity","Standalone","For Sale","USD",90,"N/A","N/A","Sky Kingdom Games","","N/A","N/A",32,"193715","576283","","2023-08-00","",""
"Roll Camera: Story Pack – Murder Mystery","Expansion","For Sale","USD",12,"N/A","N/A","Keen Bean Studio","2313 (Grand Gamers Guild)","N/A","N/A",35,"383183","654719","","0000-00-00","June 2023",""
"Bestiary of Sigillum: Collector's Edition","Standalone","For Sale","USD",60,"N/A","N/A","CrowD Games","1263","N/A","N/A",19,"366577","623198","","2023-08-15","",""
"Prehistories: Evolutions","Expansion","For Sale","USD",20,"N/A","N/A","25th Century Games","2723","N/A","N/A",25,"358595","647160","","2023-06-00","",""
"Águeda: City of Umbrellas","Standalone","Demo","N/A","N/A","N/A","N/A","25th Century Games","2723","N/A","N/A",68,"317515","576756","","0000-00-00","Q3 2023",""
"Donut Shop","Standalone","Demo","N/A","N/A","N/A","N/A","25th Century Games","2723","N/A","N/A",65,"332170","552661","","2023-00-00","",""
"Color Field","Standalone","Demo","N/A","N/A","N/A","N/A","25th Century Games","2723","N/A","N/A",40,"280694","458092","","2023-00-00","",""
"Unmatched: Brains and Brawn","Standalone","For Sale","USD",50,"N/A","N/A","Restoration Games","1635","N/A","N/A",55,"383467","655261","","2023-07-00","",""
"Unmatched: For King and Country","Standalone","For Sale","USD",50,"N/A","N/A","Restoration Games","1635","N/A","N/A",36,"326937","542365","","2023-05-17","",""
"Return to Dark Tower","Standalone","For Sale","USD",190,"N/A","N/A","Restoration Games","1635","N/A","N/A",43,"256680","657311","REO9200","2023-03-00","",""
"Unmatched Adventures: Tales to Amaze","Standalone","Demo","N/A","N/A","N/A","N/A","Restoration Games","1635","N/A","N/A",90,"381297","651347","","2023-00-00","",""
"Thunder Road: Vendetta","Standalone","For Sale","USD",60,"N/A","N/A","Restoration Games","1635","N/A","N/A",109,"342070","570348","","2023-05-31","",""
"Forges of Ravenshire","Standalone","Demo","N/A","N/A","N/A","N/A","B.A. Games","464","N/A","N/A",31,"367833","625673","","2024-04-00","",""
"The Fox Experiment","Standalone","For Sale","USD",60,"N/A","N/A","Pandasaurus Games","215","N/A","N/A",166,"368432","627003","","2023-09-00","",""
"Sea Salt & Paper","Standalone","For Sale","USD",15,"N/A","N/A","Pandasaurus Games","215","N/A","N/A",152,"367220","655459","","2023-09-00","",""
"CuBirds","Standalone","For Sale","USD",20,"N/A","N/A","Pandasaurus Games","215","N/A","N/A",52,"245476","659294","","2023-09-00","",""
"Exit: The Game – Advent Calendar: The Silent Storm","Standalone","For Sale","USD",50,"N/A","N/A","KOSMOS","2405","N/A","N/A",38,"356314","642886","683009","2023-07-00","",""
"Exit: The Game – Kids: Jungle of Riddles","Standalone","For Sale","USD",18,"N/A","N/A","KOSMOS","2405","N/A","N/A",16,"366316","642891","692867","2023-06-00","",""
"EXIT: The Game – The Disappearance of Sherlock Holmes","Standalone","For Sale","USD",18,"N/A","N/A","KOSMOS","2405","N/A","N/A",29,"366318","642888","692866","2023-06-00","",""
"Exit: The Game – The Professor's Last Riddle","Standalone","For Sale","USD",18,"N/A","N/A","KOSMOS","2405","N/A","N/A",21,"356313","642892","692864","2023-03-00","",""
"High Score","Standalone","For Sale","USD",15,"N/A","N/A","KOSMOS","2405","N/A","N/A",37,"341416","642920","680572","2023-03-00","",""
"Inside Job","Standalone","For Sale","USD",20,"N/A","N/A","KOSMOS","2405","N/A","N/A",70,"324914","642909","682484","2023-05-00","",""
"The Legends of Andor: The Eternal Frost","Standalone","Demo","N/A","N/A","N/A","N/A","KOSMOS","2405","N/A","N/A",35,"363086","655798","","2023-07-00","",""
"Perseverance: Castaway Chronicles – Episodes 3 & 4","Standalone","Demo","N/A","N/A","N/A","N/A","Mindclash Games","366","N/A","N/A",71,"387849","660121","","2024-00-00","Q3 2024",""
"Astra","Standalone","For Sale","N/A","N/A","N/A","N/A","Mindclash Games","366","N/A","N/A",31,"369270","628780","","2022-11-22","",""
"Dead Cells: The Rogue-Lite Board Game","Standalone","Demo","N/A","N/A","N/A","N/A","Le Scorpion Masqué","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",123,"380135","649312","","2024-00-00","",""
"3 Ring Circus","Standalone","For Sale","USD",40,"N/A","N/A","Devir","2719","N/A","N/A",257,"371947","634503","","2023-08-18","",""
"Ierusalem: Anno Domini","Standalone","For Sale","USD",60,"N/A","N/A","Devir","2719","N/A","N/A",191,"371972","634537","","2023-04-10","",""
"Savernake Forest","Standalone","For Sale","USD",20,"N/A","N/A","Devir","2719","N/A","N/A",131,"369142","0",,,,""
"Blind Business","Standalone","For Sale","USD",12,"N/A","N/A","Devir","2719","N/A","N/A",117,"371973","634538","","2023-07-01","",""
"Yokai Sketch","Standalone","For Sale","USD",12,"N/A","N/A","Devir","2719","N/A","N/A",107,"371981","634553","","2023-07-01","",""
"After Us","Standalone","For Sale","USD",50,"N/A","N/A","Pandasaurus Games","215","N/A","N/A",155,"369548","657788","","2023-08-09","",""
"Emerge","Standalone","For Sale","USD",50,"N/A","N/A","Pandasaurus Games","215","N/A","N/A",120,"387201","659242","","2023-09-06","",""
"Forbidden Jungle","Standalone","For Sale","USD",32,"N/A","N/A","Gamewright","1907","N/A","N/A",157,"380226","649476","429","2023-00-00","Q3 2023",""
"Bonsai","Standalone","For Sale","USD",35,"N/A","N/A","DV Games","1813","N/A","N/A",99,"366994","624027","DVG9054","2023-09-04","",""
"Great Western Trail: New Zealand","Standalone","Demo","N/A","N/A","N/A","N/A","eggertspiele","809, 815, 823, 929, 1109, 1115 (Asmodee)","N/A","N/A",232,"380607","650128","","2023-08-11","",""
"Sky Team","Standalone","For Sale","USD",30,"N/A","N/A","Le Scorpion Masqué","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",134,"373106","636523","","2023-10-00","",""
"Nautilus Island","Standalone","Demo","N/A","N/A","N/A","N/A","Funnyfox","2329 / Room 142 (Hachette Boardgames)","N/A","N/A",58,"378568","646640","","2023-10-11","",""
"Age of Innovation","Standalone","For Sale","USD",100,"N/A","N/A","Capstone Games","1649","N/A","N/A",187,"383179","654711","","2023-08-00","",""
"Lunar Rush","Standalone","For Sale","USD",55,"N/A","N/A","Dead Alive Games","2932","N/A","N/A",26,"356873","599955","","2023-09-00","",""
"Beer & Bread","Standalone","For Sale","USD",35,"N/A","N/A","Capstone Games","1649","N/A","N/A",96,"369880","629836","","2023-01-12","",""
"Wandering Towers","Standalone","For Sale","USD",45,"N/A","N/A","Capstone Games","1649","N/A","N/A",97,"355483","649898","ABTOW01","2023-08-00","",""
"Sirens","Standalone","Demo","N/A","N/A","N/A","N/A","Envy Born Games","Room 107-110 (First Exposure Playtest Hall)","N/A","N/A",39,"375616","641364","BBO600","0000-00-00","2023/2024",""
"My City: Roll & Build","Standalone","For Sale","USD",20,"N/A","N/A","KOSMOS","2405","N/A","N/A",66,"351476","642906","682385","2023-05-00","",""
"My Island","Standalone","For Sale","USD",40,"N/A","N/A","KOSMOS","2405","N/A","N/A",186,"359394","645518","691487","2023-00-00","Q3 2023",""
"Noobs in Space","Standalone","For Sale","USD",15,"N/A","N/A","KOSMOS","2405","N/A","N/A",18,"376472","642913","683771","2023-08-00","",""
"The Adventures of Robin Hood: Friar Tuck in Danger","Expansion","For Sale","USD",30,"N/A","N/A","KOSMOS","2405","N/A","N/A",46,"351863","642919","683146","2023-03-17","",""
"The Lord of the Rings: Adventure to Mount Doom","Standalone","For Sale","USD",30,"N/A","N/A","KOSMOS","2405","N/A","N/A",52,"366278","642894","682804","2023-00-00","",""
"Scram!","Standalone","For Sale","USD",10,"N/A","N/A","Bézier Games","331","N/A","N/A",26,"385799","657088","BEZ SCRM","2023-08-03","",""
"Maglev Maps: Volume 1","Expansion","For Sale","USD",100,"N/A","N/A","Bézier Games","331","N/A","N/A",32,"380925","650736","BEZMAGX","0000-00-00","",""
"Castles of Mad King Ludwig: Collector's Edition","Standalone","For Sale","USD",200,"N/A","N/A","Bézier Games","331","N/A","N/A",52,"326945","542380","CACE","2022-07-00","Q3 2022",""
"Arborea","Standalone","Demo","N/A","N/A","N/A","N/A","Alley Cat Games","2766","N/A","N/A",112,"371077","632815","","2023-10-00","",""
"Amun-Re: 20th Anniversary Edition","Standalone","For Sale","N/A","N/A","N/A","N/A","Alley Cat Games","2766","N/A","N/A",95,"354568","595221","","2023-07-00","",""
"Magic Rabbit","Standalone","For Sale","USD",22,"N/A","N/A","Alley Cat Games","2766","N/A","N/A",23,"303669","655004","","2023-06-00","",""
"Rome in a Day","Standalone","For Sale","N/A","N/A","N/A","N/A","Alley Cat Games","2766","N/A","N/A",51,"358284","655002","","2023-07-00","",""
"Star Fighters: Rapid Fire","Standalone","For Sale","N/A","N/A","N/A","N/A","Alley Cat Games","2766","N/A","N/A",20,"348216","581989","","2023-04-00","",""
"Ivion: The Fox & the Forest","Standalone","For Sale","USD",40,"N/A","N/A","APE Games","2439","N/A","N/A",12,"368720","627498","IV002FF","2023-09-00","",""
"Ivion: The Ram and the Raven","Standalone","For Sale","USD",40,"N/A","N/A","APE Games","2439","N/A","N/A",12,"368605","627306","","2023-09-00","",""
"Ivion: The Rune and the Rime","Standalone","For Sale","USD",40,"N/A","N/A","APE Games","2439","N/A","N/A",12,"368749","627540","IV002RunRi","2023-09-00","",""
"Pampero","Standalone","Demo","N/A","N/A","N/A","N/A","APE Games","2439","N/A","N/A",141,"304510","524780","","2023-11-00","",""
"Chaos Cove","Standalone","Demo","N/A","N/A","N/A","N/A","APE Games","2439","N/A","N/A",19,"228657","357374","","2024-00-00","Q2 2024",""
"The Rich and the Good","Standalone","For Sale","USD",40,"N/A","N/A","Ares Games","541","N/A","N/A",40,"38863","609091","","2023-07-00","",""
"Cangaceiros","Standalone","For Sale","USD",65,"N/A","N/A","Ares Games","541","N/A","N/A",36,"377028","644153","","2023-07-00","",""
"Kiss the Goblin","Standalone","For Sale","USD",18,"N/A","N/A","Skybound Tabletop","2543","N/A","N/A",19,"386826","658703","","2023-09-06","",""
"Travel by Trolley","Expansion","For Sale","USD",18,"N/A","N/A","Skybound Tabletop","2543","N/A","N/A",17,"394980","671786","","2023-06-27","",""
"Oh No, Volcano!","Standalone","For Sale","USD",20,"N/A","N/A","Buffalo Games","1907 (Gamewright)","N/A","N/A",15,"393488","669441","","2023-06-15","",""
"Horror on the Orient Express: The Board Game","Standalone","Demo","N/A","N/A","N/A","N/A","Chaosium","509","N/A","N/A",39,"394897","671684","","2025-00-00","",""
"Penny Black","Standalone","For Sale","USD",30,"N/A","N/A","Buffalo Games","1907 (Gamewright)","N/A","N/A",15,"394961","671762","471","2023-08-01","",""
"Deduckto","Standalone","For Sale","USD",13,"N/A","N/A","Gamewright","1907","N/A","N/A",4,"380887","650660","262","2023-00-00","",""
"Butts on Things","Standalone","For Sale","USD",13,"N/A","N/A","Gamewright","1907","N/A","N/A",4,"380889","650662","261","2023-00-00","",""
"Primordial: Creatures of Pandemonium","Standalone","Demo","N/A","N/A","N/A","N/A","IMPOSTER Games","Room 107-110 (First Exposure Playtest Hall)","N/A","N/A",21,"366544","623147","","2024-00-00","",""
"A.E.G.I.S. Combining Robots: Season 2","Standalone","Demo","N/A","N/A","N/A","N/A","Zephyr Workshop","2904","N/A","N/A",6,"330005","549024","","2023-00-00","Q4 2023",""
"Bohnanza: Dahlias","Standalone","For Sale","USD",22,"N/A","N/A","AMIGO","","N/A","N/A",19,"386906","658817","","2023-09-00","Q3 2023",""
"Vrahode: The Calteeryn Ascension","Standalone","Demo","N/A","N/A","N/A","N/A","Weathervane Games, LLC","Room 107-110 (First Exposure Playtest Hall)","N/A","N/A",4,"355576","597410","","0000-00-00","Q4 2023",""
"Art Society","Standalone","Demo","N/A","N/A","N/A","N/A","Mighty Boards","366","N/A","N/A",12,"395375","672320","","2023-00-00","",""
"Miniature Adventures: Adventure 1 – Goblin Troubles","Standalone","Demo","N/A","N/A","N/A","N/A","Lowtek Games LLC","163","N/A","N/A",9,"395313","672218","","0000-00-00","Dec 2023",""
"Federation","Standalone","For Sale","USD",100,"N/A","N/A","Eagle-Gryphon Games","2909 (Meeple Source)","N/A","N/A",35,"345868","647848","","2023-09-00","",""
"Natera: New Beginning","Standalone","Demo","N/A","N/A","N/A","N/A","Horizon Games","See listing","N/A","N/A",10,"379761","648715","","2024-00-00","",""
"Ultimate Treehouse: Promo Pack","Expansion","For Sale","N/A","N/A","N/A","N/A","Fat Brain Toy Company","2204","N/A","N/A",2,"395418","672377","FA452-2","2023-08-03","",""
"Super Dice Battle","Standalone","Demo","N/A","N/A","N/A","N/A","Ephyrean Games","3058","N/A","N/A",4,"395411","672369","SDB001","2024-00-00","",""
"Aerodome","Standalone","For Sale","USD",35,"N/A","N/A","Ephyrean Games","3058","N/A","N/A",5,"345194","575987","","0000-00-00","",""
"Life of the Amazonia","Standalone","For Sale","USD",73,"N/A","N/A","Bad Comet","Hall C : Bad Comet : HQ","N/A","N/A",22,"368305","626661","","2023-08-00","",""
"Beaver Creek","Standalone","For Sale","USD",20,"N/A","N/A","Four Fun Games LLC","3029 (CGS)","N/A","N/A",7,"386018","657355","","2023-09-00","",""
"CATAN: Soccer Fever Scenario","Expansion","For Sale","USD",20,"N/A","N/A","Catan Studio","929","N/A","N/A",14,"381626","651859","","2023-07-14","",""
"CATAN: Starfarers  –  New Encounters","Expansion","For Sale","USD",60,"N/A","N/A","Catan Studio","929","N/A","N/A",15,"376805","664363","CN3007","0000-00-00","Q3 2023",""
"Tricks and Treats","Standalone","For Sale","USD",10,"N/A","N/A","Trick or Treat Studios","","N/A","N/A",14,"127028","625028","","2022-00-00","Q2 2023",""
"Halloween","Standalone","For Sale","USD",60,"N/A","N/A","Trick or Treat Studios","","N/A","N/A",48,"380175","649402","TPQHHB01","0000-00-00","Q3 2023",""
"The Texas Chainsaw Massacre Board Game","Standalone","For Sale","USD",60,"N/A","N/A","Trick or Treat Studios","","N/A","N/A",30,"369082","628287","","0000-00-00","Q3 2022",""
"Gold West","Standalone","For Sale","USD",60,"N/A","N/A","Trick or Treat Studios","","N/A","N/A",47,"154086","649807","","2023-05-23","Q3/Q4 2023",""
"Halloween Party","Standalone","For Sale","USD",10,"N/A","N/A","Trick or Treat Studios","","N/A","N/A",8,"9388","628183","TPQHPB01","0000-00-00","Q2 2022",""
"Snap Ships Tactics","Standalone","Demo","N/A","N/A","N/A","N/A","Snap Ships","1941 (Lynnvander Studios)","N/A","N/A",31,"363841","617261","","2023-00-00","",""
"Make the Difference","Standalone","For Sale","USD",30,"N/A","N/A","Oink Games","2632","N/A","N/A",25,"365727","665993","","0000-00-00","Q3 2023",""
"Tiger & Dragon","Standalone","For Sale","USD",39,"N/A","N/A","Oink Games","2632","N/A","N/A",25,"349992","665989","","0000-00-00","Q3 2023",""
"Davy Jones' Locker: The Kraken Wakes","Standalone","For Sale","USD",80,"N/A","N/A","PudKat Games","2855","N/A","N/A",21,"342081","570387","","2023-08-00","",""
"Elawa","Standalone","Demo","N/A","N/A","N/A","N/A","Bombyx","1460","N/A","N/A",12,"379625","648515","","2023-06-16","",""
"Knarr","Standalone","Demo","N/A","N/A","N/A","N/A","Bombyx","1460","N/A","N/A",12,"379629","648519","","2023-08-00","",""
