Title,Type,Availability,MSRP Currency,MSRP,Show Price Currency,Show Price,Publisher,Location,Priority,Notes,Thumbs,BGGId,BGGVersionId,Mfg Product Code,Release Date,Override Release Date,Events
Village Rails,Standalone,For Sale,GBP,20,N/A,N/A,Osprey Games,2744,N/A,N/A,19,358085,602230,,2022-08-18,,
Undaunted: Stalingrad,Standalone,For Sale,GBP,90,N/A,N/A,Osprey Games,2744,N/A,N/A,64,354570,595188,,2022-10-25,,
Omicron Protocol: Up to No Good,Expansion,For Sale,USD,65,N/A,N/A,Dead Alive Games,2953,N/A,N/A,2,293930,480557,,2022-04-30,,
Omicron Protocol,Standalone,For Sale,USD,100,N/A,N/A,Dead Alive Games,2953,N/A,N/A,4,249748,400553,,2022-04-30,,
Usurp the King,Standalone,For Sale,USD,25,N/A,N/A,DPH Games Inc,829 (C&C Games),N/A,N/A,5,279315,455745,UTK42,2022-05-31,,
Tenpenny Parks,Standalone,For Sale,USD,60,N/A,N/A,Thunderworks Games,2806,N/A,N/A,33,294702,482163,TWK3005,2022-04-00,,
Cartographers Map Pack 4: Frozen Expanse – Realm of Frost Giants,Expansion,For Sale,USD,10,N/A,N/A,Thunderworks Games,2806,N/A,N/A,24,353862,593055,,2022-06-00,,
Cartographers Map Pack 5: Kethra's Steppe – Redtooth & Goldbelly,Expansion,For Sale,USD,10,N/A,N/A,Thunderworks Games,2806,N/A,N/A,24,353864,593057,,2022-07-00,,
Cartographers Map Pack 6: Hornhelm – Wasteland Market,Expansion,For Sale,USD,15,N/A,N/A,Thunderworks Games,2806,N/A,N/A,25,353865,593058,,2022-08-00,,
Phantom Ink,Standalone,For Sale,USD,28,N/A,N/A,Resonym,1913,N/A,N/A,14,330592,550115,,2022-02-00,,
Prehistories,Standalone,For Sale,USD,30,N/A,N/A,25th Century Games,1457,N/A,N/A,16,318183,576092,TFC26000,2022-05-18,,
Sunny Day Sardines,Standalone,For Sale,USD,13,N/A,N/A,25th Century Games,1457,N/A,N/A,18,335872,558861,TFC18000,2022-05-18,,
Septima,Standalone,Demo,N/A,N/A,N/A,N/A,Mindclash Games,2319,N/A,N/A,117,360692,607387,,2023-05-00,,
Perseverance: Castaway Chronicles – Episodes 1 & 2,Standalone,Demo,N/A,N/A,N/A,N/A,Mindclash Games,2319,N/A,N/A,40,256997,413925,,2022-03-00,,
Gimme That!,Standalone,For Sale,USD,15,N/A,N/A,Dolphin Hat Games,2862,N/A,N/A,4,357674,601402,,2022-03-06,,
Roll Camera!: The B-Movie Expansion,Expansion,For Sale,USD,30,N/A,N/A,Keen Bean Studio,,N/A,N/A,18,344735,575265,KBS-RC-exbm,0000-00-00,Q3 2022,
Disney Sorcerer's Arena: Epic Alliances Core Set,Standalone,For Sale,USD,50,N/A,N/A,The Op,135,N/A,N/A,10,357746,601541,,2022-06-07,,
Venn,Standalone,For Sale,USD,25,N/A,N/A,The Op,135,N/A,N/A,8,360175,0,,,,
Mountains out of Molehills,Standalone,For Sale,USD,40,N/A,N/A,The Op,135,N/A,N/A,14,354395,594631,,2022-02-24,,
Marvel Dice Throne: Scarlet Witch v. Thor v. Loki v. Spider-Man,Standalone,Demo,N/A,N/A,N/A,N/A,The Op,135,N/A,N/A,20,360153,606041,,2022-07-29,,
Marvel Dice Throne: Black Widow v. Doctor Strange,Standalone,Demo,N/A,N/A,N/A,N/A,The Op,135,N/A,N/A,15,360152,606040,,2022-07-29,,
Marvel Dice Throne: Captain Marvel v. Black Panther,Standalone,Demo,N/A,N/A,N/A,N/A,The Op,135,N/A,N/A,15,360061,605888,,0000-00-00,,
Steam Up: A Feast of Dim Sum,Standalone,Demo,N/A,N/A,N/A,N/A,Hot Banana Games,2228,N/A,N/A,9,307561,504678,,2023-04-00,,
Meadow: Downstream,Expansion,For Sale,N/A,N/A,N/A,N/A,Rebel Studio,815,N/A,N/A,77,355957,598023,,2022-10-00,,
Fit to Print,Standalone,Demo,N/A,N/A,N/A,N/A,Flatout Games,2853,N/A,N/A,52,352574,590718,,2023-00-00,,
Factory 42,Standalone,Demo,N/A,N/A,N/A,N/A,Dragon Dawn Productions,,N/A,N/A,10,314125,599499,,2022-10-00,,
Long Shot: The Dice Game,Standalone,For Sale,USD,30,N/A,N/A,Perplext,836,N/A,N/A,47,295374,483290,PEX2002,2022-04-00,,
Buru,Standalone,Demo,N/A,N/A,N/A,N/A,Crafty Games,2719,N/A,N/A,15,316312,520733,CFG16001,2022-09-00,,
Tabriz,Standalone,Demo,N/A,N/A,N/A,N/A,Crafty Games,2719,N/A,N/A,27,349369,584157,CFG15007,0000-00-00,,
Name The Thing,Standalone,Demo,N/A,N/A,N/A,N/A,Lowtek Games LLC,2858,N/A,N/A,2,353019,591514,,0000-00-00,,
Harrow County: The Game of Gothic Conflict,Standalone,Demo,N/A,N/A,N/A,N/A,Off the Page Games,,N/A,N/A,7,360899,607827,,0000-00-00,,
Sherlock Holmes: International,Standalone,For Sale,USD,25,N/A,N/A,Van Ryder Games,2949,N/A,N/A,7,292557,615317,VRGGNA16,2022-05-02,,
Switch & Signal,Standalone,For Sale,USD,50,N/A,N/A,KOSMOS,2455,N/A,N/A,23,317311,595019,694265,2022-02-00,,
Cat in the Box: Deluxe Edition,Standalone,For Sale,USD,30,N/A,N/A,Bézier Games,741,N/A,N/A,64,345972,603023,,2022-06-00,,
Castles of Mad King Ludwig: Collector's Edition,Standalone,For Sale,USD,200,N/A,N/A,Bézier Games,741,N/A,N/A,43,326945,542380,CACE,2022-07-00,Q3 2022,
Sync or Swim,Standalone,Demo,N/A,N/A,N/A,N/A,Bézier Games,741,N/A,N/A,26,353196,591769,BEZ SYNC,2022-09-00,,
Call To Adventure: Epic Origins,Standalone,For Sale,USD,45,N/A,N/A,Brotherwise Games,331,N/A,N/A,18,351077,587401,,2022-08-17,,
Empire's End,Standalone,Demo,N/A,N/A,N/A,N/A,Brotherwise Games,331,N/A,N/A,27,356952,600116,,0000-00-00,Q4 2022,
Castles by the Sea,Standalone,Demo,N/A,N/A,N/A,N/A,Brotherwise Games,331,N/A,N/A,25,357841,601683,,0000-00-00,Q1 2023,
Aldabas: Doors of Cartagena,Standalone,For Sale,USD,25,N/A,N/A,Grand Gamers Guild,2310,N/A,N/A,15,299604,490278,,2022-06-00,,
Endangered: Monarch Butterfly Scenario,Expansion,For Sale,USD,16,N/A,N/A,Grand Gamers Guild,2310,N/A,N/A,14,359617,605006,,2022-06-00,,
Forgotten Depths,Standalone,For Sale,USD,60,N/A,N/A,Grand Gamers Guild,2310,N/A,N/A,25,288335,470572,,2022-06-00,,
Ferret Out,Standalone,For Sale,USD,30,N/A,N/A,R&R Games,,N/A,N/A,3,362457,613198,,2022-07-15,,
Go PoP! Presto,Standalone,Demo,N/A,N/A,N/A,N/A,FoxMind,1909,N/A,N/A,5,351554,588205,,2021-00-00,,
G.I. Joe Deck-Building Game: Shadow of the Serpent Expansion,Expansion,For Sale,USD,30,N/A,N/A,Renegade Game Studios,2309,N/A,N/A,5,358553,603171,,2022-06-00,,
Power Rangers: Deck-Building Game – Omega Forever,Expansion,For Sale,USD,30,N/A,N/A,Renegade Game Studios,2309,N/A,N/A,0,357688,601429,RGS 02343,2022-06-00,,
Power Rangers: Heroes of the Grid – Time Force Ranger Pack,Expansion,For Sale,USD,45,N/A,N/A,Renegade Game Studios,2309,N/A,N/A,0,352628,590789,,0000-00-00,April 2022,
Power Rangers: Heroes of the Grid – Merciless Minions Pack #1,Expansion,For Sale,USD,55,N/A,N/A,Renegade Game Studios,2309,N/A,N/A,0,352627,590788,,0000-00-00,March 2022,
My Little Pony: Adventures in Equestria Deck-Building Game,Standalone,For Sale,USD,45,N/A,N/A,Renegade Game Studios,2309,N/A,N/A,3,358558,603176,,2022-06-00,,
Transformers Deck-Building Game: Infiltration Protocol,Expansion,For Sale,USD,30,N/A,N/A,Renegade Game Studios,2309,N/A,N/A,3,358560,603179,,2022-07-00,,
Transformers Deck-Building Game: A Rising Darkness,Standalone,Demo,N/A,N/A,N/A,N/A,Renegade Game Studios,2309,N/A,N/A,3,358561,603180,,2022-06-00,,
Crusaders: Thy Will Be Done,Standalone,For Sale,USD,100,N/A,N/A,Renegade Game Studios,2309,N/A,N/A,2,170624,603514,,0000-00-00,2022,
Paint the Roses,Standalone,For Sale,USD,40,N/A,N/A,North Star Games,523,N/A,N/A,23,253759,410466,,2022-08-00,,
Brazil: Imperial,Standalone,For Sale,USD,70,N/A,N/A,Portal Games,937,N/A,N/A,29,249277,603951,,0000-00-00,Q3 2022,
Gutenberg,Standalone,For Sale,USD,70,N/A,N/A,Portal Games,937,N/A,N/A,33,339958,595168,,2022-06-09,,
Weirdwood Manor,Standalone,Demo,N/A,N/A,N/A,N/A,Greyridge Games,2859,N/A,N/A,10,359601,604977,,2023-00-00,,
Wormholes,Standalone,For Sale,N/A,N/A,N/A,N/A,Alderac Entertainment Group,801,N/A,N/A,47,350689,586619,,0000-00-00,Q3/Q4 2022,
Ready Set Bet,Standalone,For Sale,N/A,N/A,N/A,N/A,Alderac Entertainment Group,801,N/A,N/A,22,351040,587347,,2022-08-00,,
The Guild of Merchant Explorers,Standalone,For Sale,N/A,N/A,N/A,N/A,Alderac Entertainment Group,801,N/A,N/A,41,350933,587089,,2022-06-00,,
Dog Lover,Standalone,For Sale,N/A,N/A,N/A,N/A,Alderac Entertainment Group,801,N/A,N/A,25,344839,575428,AEG 7101,2022-02-00,,
That Old Wallpaper,Standalone,For Sale,N/A,N/A,N/A,N/A,Alderac Entertainment Group,801,N/A,N/A,19,359763,605252,,2022-08-00,,
The Stifling Dark,Standalone,Demo,N/A,N/A,N/A,N/A,"Sophisticated Cerberus Games, LLC",3062,N/A,N/A,4,346773,578718,,2023-00-00,,
Caper: Europe,Standalone,For Sale,N/A,N/A,N/A,N/A,Keymaster Games,2013,N/A,N/A,31,328565,546020,,2022-03-09,,
Catherine: The Cities of the Tsarina,Standalone,For Sale,USD,55,N/A,N/A,Capstone Games,459,N/A,N/A,35,360951,612986,,2022-07-26,,
Maple Valley,Standalone,Demo,N/A,N/A,N/A,N/A,Kids Table BG,2008,N/A,N/A,42,361958,611647,,2023-00-00,,
Power Plants,Standalone,For Sale,USD,49,N/A,N/A,Kids Table BG,2008,N/A,N/A,18,341974,570207,,2022-09-13,,
Fall of the Mountain King,Standalone,Demo,N/A,N/A,N/A,N/A,Burnt Island Games,2008,N/A,N/A,35,334829,557070,,2022-10-04,,
L.A.M.A. Dice,Standalone,For Sale,USD,15,N/A,N/A,AMIGO,2205,N/A,N/A,10,325853,613184,,2022-06-00,,
